Analysis,ENA run,Sample
MGYA00580156,ERZ1673805,SRS1338809
MGYA00593772,ERZ3823163,SRS2139177
MGYA00592929,ERZ3422019,ERS1308623
MGYA00151573,ERZ475236,ERS667538
MGYA00151512,ERZ475163,ERS667620
MGYA00248617,ERZ508598,SRS2617729
MGYA00585811,ERZ2438226,SRS2329710
MGYA00587835,ERZ2944750,SRS842031
MGYA00583272,ERZ1749123,ERS1972383
MGYA00589073,ERZ1756866,ERS1972332
MGYA00583217,ERZ1749279,ERS1972339
MGYA00136735,ERZ475175,ERS667638
MGYA00593749,ERZ505291,SRS1589396
MGYA00590501,ERZ841459,ERS490296
MGYA00367641,ERZ841176,ERS489087
MGYA00580174,ERZ1673767,SRS1338821
MGYA00581746,ERZ1740056,SRS1401928
MGYA00580131,ERZ1673785,SRS1338797
MGYA00510689,ERZ859212,ERS1568991
MGYA00136674,ERZ475224,ERS667522
MGYA00589080,ERZ1756883,ERS1972356
MGYA00367521,ERZ829065,ERS491938
MGYA00238054,ERZ584633,SRS1593806
MGYA00510702,ERZ859255,ERS1568976
MGYA00136727,ERZ475251,ERS667558
MGYA00593754,ERZ508525,SRS1589462
MGYA00151559,ERZ475147,ERS667598
MGYA00585776,ERZ2439850,SRS2329641
MGYA00587036,ERZ2772562,ERS490676
MGYA00375708,ERZ795121,SRS2484917
MGYA00585817,ERZ2438085,SRS2329722
MGYA00151481,ERZ475152,ERS667602
MGYA00593311,ERZ4201016,SRS1525476
MGYA00585810,ERZ2438274,SRS2329708
MGYA00367615,ERZ840850,ERS490507
MGYA00590580,ERZ484705,ERS1568988
MGYA00248763,ERZ505203,SRS1577350
MGYA00593728,ERZ505246,SRS1589222
MGYA00520985,ERZ887843,ERS2026540
MGYA00582529,ERZ1741263,ERS667487
MGYA00248731,ERZ505379,SRS1967629
MGYA00367569,ERZ836686,ERS494628
MGYA00136661,ERZ475197,ERS667486
MGYA00587824,ERZ2944964,SRS1776200
MGYA00367715,ERZ841973,ERS492814
MGYA00248761,ERZ505204,SRS1577350
MGYA00510799,ERZ1756868,ERS1972408
MGYA00136714,ERZ475134,ERS667583
MGYA00248773,ERZ505117,SRS606710
MGYA00249092,ERZ650337,SRS1593761
MGYA00071159,ERZ304803,ERS1188770
MGYA00585798,ERZ2438675,SRS2329681
MGYA00593679,ERZ1292621,ERS4277058
MGYA00593296,ERZ4200929,SRS1525510
MGYA00521100,ERZ887851,ERS2026544
MGYA00367525,ERZ829562,ERS490230
MGYA00249093,ERZ650339,SRS1593761
MGYA00593773,ERZ3823164,SRS2139162
MGYA00367536,ERZ831412,ERS492012
MGYA00510795,ERZ1756909,ERS1568967
MGYA00510804,ERZ484661,ERS1972431
MGYA00583222,ERZ1749265,ERS1568974
MGYA00375667,ERZ781242,SRS2138869
MGYA00521272,ERZ813230,DRS049201
MGYA00586707,ERZ2098907,ERS5917436
MGYA00582546,ERZ1741257,ERS667560
MGYA00583194,ERZ1749299,ERS1972366
MGYA00583200,ERZ1749195,ERS1972416
MGYA00249097,ERZ651159,SRS1589385
MGYA00136726,ERZ475154,ERS667604
MGYA00520864,ERZ1027296,DRS080325
MGYA00582553,ERZ1741244,ERS667515
MGYA00583287,ERZ1748994,ERS1972391
MGYA00375707,ERZ795120,SRS2484916
MGYA00587040,ERZ2772535,ERS492198
MGYA00521264,ERZ890953,ERS2026571
MGYA00248474,ERZ534197,SRS1593799
MGYA00151556,ERZ475191,ERS667481
MGYA00593711,ERZ651158,SRS1589008
MGYA00248574,ERZ508621,SRS1593760
MGYA00575346,ERZ1645190,SRS4592440
MGYA00136685,ERZ475257,ERS667564
MGYA00592942,ERZ3421832,ERS1309836
MGYA00583074,ERZ1760245,SRS1615315
MGYA00237969,ERZ584551,SRS1593766
MGYA00367701,ERZ841839,ERS490476
MGYA00510660,ERZ859068,ERS1176148
MGYA00593766,ERZ3822105,SRS2529610
MGYA00580130,ERZ1673786,SRS1338803
MGYA00593601,ERZ1292622,ERS4277057
MGYA00248525,ERZ534156,SRS1593764
MGYA00593746,ERZ651159,SRS1589385
MGYA00520564,ERZ1034523,ERS2597652
MGYA00248478,ERZ534201,SRS1593799
MGYA00375048,ERZ781356,SRS1616277
MGYA00375052,ERZ781360,SRS1946613
MGYA00592979,ERZ3421638,ERS1308472
MGYA00587788,ERZ2945019,SRS836566
MGYA00136635,ERZ475212,ERS667507
MGYA00139963,ERZ477636,ERS1568994
MGYA00521207,ERZ813255,DRS049208
MGYA00587035,ERZ2772574,ERS492941
MGYA00151466,ERZ475204,ERS667494
MGYA00587783,ERZ2945075,SRS1776466
MGYA00367685,ERZ841657,ERS492888
MGYA00136696,ERZ475210,ERS667503
MGYA00593385,ERZ3904940,SRS7984752
MGYA00592908,ERZ3895197,SRS3125555
MGYA00593380,ERZ3904945,SRS7832285
MGYA00593122,ERZ838418,ERS489043
MGYA00367509,ERZ828932,ERS477979
MGYA00590440,ERZ842113,ERS492012
MGYA00238057,ERZ584641,SRS1593806
MGYA00238113,ERZ650662,SRS1593877
MGYA00136620,ERZ475211,ERS667506
MGYA00237980,ERZ584536,SRS1593766
MGYA00238091,ERZ650644,SRS1593758
MGYA00587820,ERZ2944636,SRS1776190
MGYA00590571,ERZ828950,ERS478017
MGYA00589541,ERZ2944791,SRS1776507
MGYA00593678,ERZ1292620,ERS4277056
MGYA00248583,ERZ508610,SRS1593760
MGYA00375650,ERZ795403,SRS2304775
MGYA00580128,ERZ1673788,SRS1338806
MGYA00367672,ERZ841467,ERS488545
MGYA00587838,ERZ2944587,SRS582462
MGYA00587791,ERZ2944583,SRS1776196
MGYA00510782,ERZ1756845,ERS1568962
MGYA00521101,ERZ887830,ERS2026534
MGYA00590456,ERZ841907,ERS490183
MGYA00581493,ERZ1694529,ERS1030538
MGYA00590563,ERZ841638,ERS492778
MGYA00510812,ERZ484644,ERS1972319
MGYA00520565,ERZ1034521,ERS2597651
MGYA00151506,ERZ475198,ERS667487
MGYA00593350,ERZ4200941,SRS1531594
MGYA00594117,ERZ1742288,SRS2138936
MGYA00510811,ERZ1756846,ERS1972363
MGYA00002188,ERR263549,ERS239108
MGYA00587827,ERZ2944797,SRS1776479
MGYA00250094,ERZ650212,SRS2339547
MGYA00248449,ERZ584581,SRS1593800
MGYA00345655,ERZ802831,ERS1871394
MGYA00510694,ERZ1756810,ERS1568974
MGYA00590535,ERZ840959,ERS491001
MGYA00151513,ERZ475240,ERS667544
MGYA00580180,ERZ1673758,SRS1338826
MGYA00575352,ERZ1645187,SRS4592195
MGYA00583226,ERZ1749253,ERS1176158
MGYA00583234,ERZ1749228,ERS1972417
MGYA00585208,ERZ508545,SRS1616285
MGYA00590850,ERZ2610344,ERS5835134
MGYA00004368,ERR700158,ERS627866
MGYA00084350,ERZ324940,ERS1258240
MGYA00367636,ERZ841130,ERS492814
MGYA00583266,ERZ1749174,ERS1972409
MGYA00589066,ERZ1756850,ERS1568973
MGYA00593327,ERZ4200928,SRS1525440
MGYA00510707,ERZ1756916,ERS1972341
MGYA00587829,ERZ2944695,SRS1872838
MGYA00590572,ERZ829075,ERS494616
MGYA00593213,ERZ833247,ERS490124
MGYA00151585,ERZ475237,ERS667540
MGYA00589057,ERZ830869,ERS492778
MGYA00540108,ERZ859358,ERS1972309
MGYA00585852,ERZ2437700,SRS2329740
MGYA00345651,ERZ802826,ERS1871389
MGYA00521214,ERZ807364,SRS976581
MGYA00510698,ERZ859490,ERS1972394
MGYA00589079,ERZ1756903,ERS1972320
MGYA00238002,ERZ584591,SRS1593802
MGYA00592940,ERZ3421838,ERS1308938
MGYA00590452,ERZ841911,ERS488916
MGYA00593742,ERZ505275,SRS1589369
MGYA00510774,ERZ1756919,ERS1176152
MGYA00587114,ERZ2772517,ERS492198
MGYA00248606,ERZ508648,SRS1593760
MGYA00004376,ERR700166,ERS627875
MGYA00136617,ERZ475247,ERS667554
MGYA00237984,ERZ584544,SRS1593766
MGYA00248944,ERZ651145,SRS1593757
MGYA00521033,ERZ1022763,SRS3499077
MGYA00249091,ERZ650335,SRS1593761
MGYA00248513,ERZ534161,SRS1593764
MGYA00593313,ERZ4200996,SRS1525449
MGYA00248919,ERZ651126,SRS1593757
MGYA00375666,ERZ781241,SRS2138869
MGYA00593134,ERZ835454,ERS488649
MGYA00582512,ERZ1741282,ERS667585
MGYA00250076,ERZ650197,SRS2339531
MGYA00590861,ERZ2610347,ERS5835133
MGYA00238103,ERZ650663,SRS1593877
MGYA00583189,ERZ1749096,ERS1568992
MGYA00592920,ERZ3421942,ERS1308779
MGYA00593230,ERZ4201013,SRS1525468
MGYA00585814,ERZ2438101,SRS2329715
MGYA00249072,ERZ650318,SRS1593761
MGYA00585815,ERZ2437995,SRS2329724
MGYA00580193,ERZ1685332,SRS2797666
MGYA00238041,ERZ584628,SRS1593806
MGYA00582478,ERZ1741325,ERS667526
MGYA00367673,ERZ841475,ERS490163
MGYA00593743,ERZ505278,SRS1589371
MGYA00237989,ERZ584554,SRS1593766
MGYA00367609,ERZ840591,ERS491740
MGYA00590852,ERZ2610366,ERS5835141
MGYA00582552,ERZ1741245,ERS667589
MGYA00510819,ERZ869944,ERS1176147
MGYA00510822,ERZ1756840,ERS1568972
MGYA00593740,ERZ505271,SRS1589293
MGYA00510750,ERZ859423,ERS1972345
MGYA00590447,ERZ841973,ERS492814
MGYA00151493,ERZ475126,ERS667574
MGYA00587041,ERZ2772520,ERS488448
MGYA00238011,ERZ584590,SRS1593802
MGYA00582459,ERZ1741342,ERS667502
MGYA00004393,ERR700183,ERS627856
MGYA00238089,ERZ650640,SRS1593758
MGYA00345663,ERZ802847,ERS1871406
MGYA00590445,ERZ842087,ERS490327
MGYA00590559,ERZ841662,ERS491095
MGYA00248770,ERZ505138,SRS699892
MGYA00581489,ERZ1694534,ERS1030531
MGYA00136616,ERZ475214,ERS667509
MGYA00593114,ERZ840032,ERS490002
MGYA00510806,ERZ484656,ERS1972394
MGYA00590486,ERZ833910,ERS490163
MGYA00367647,ERZ841280,ERS491874
MGYA00540107,ERZ859370,ERS1972315
MGYA00593310,ERZ4200957,SRS1528050
MGYA00510767,ERZ859119,ERS1569006
MGYA00521008,ERZ888145,ERS2026550
MGYA00510805,ERZ484658,ERS1972395
MGYA00375862,ERZ724568,SRS794530
MGYA00593720,ERZ505229,SRS1589177
MGYA00582497,ERZ1741297,ERS667591
MGYA00582551,ERZ1741246,ERS667543
MGYA00592980,ERZ3421633,ERS1309715
MGYA00004407,ERR700197,ERS627882
MGYA00587060,ERZ2772576,ERS492797
MGYA00589021,ERZ842108,ERS488849
MGYA00238035,ERZ584616,SRS1593806
MGYA00593242,ERZ4201010,SRS1525466
MGYA00238095,ERZ650645,SRS1593758
MGYA00136733,ERZ475236,ERS667538
MGYA00151540,ERZ475160,ERS667661
MGYA00510747,ERZ859439,ERS1972352
MGYA00248529,ERZ534164,SRS1593764
MGYA00521022,ERZ807361,SRS976584
MGYA00590841,ERZ2610336,ERS5835136
MGYA00151535,ERZ475174,ERS667634
MGYA00004395,ERR700185,ERS627860
MGYA00593363,ERZ4200965,SRS1528054
MGYA00151461,ERZ475246,ERS667553
MGYA00590575,ERZ832104,ERS491525
MGYA00151599,ERZ475232,ERS667535
MGYA00587019,ERZ2772521,ERS488813
MGYA00510626,ERZ859485,ERS1972387
MGYA00136731,ERZ475226,ERS667526
MGYA00589069,ERZ1756823,ERS1972406
MGYA00590378,ERZ3820743,SRS1854604
MGYA00587115,ERZ2772513,ERS489084
MGYA00248784,ERZ505122,SRS604113
MGYA00248939,ERZ651135,SRS1593757
MGYA00581503,ERZ1699654,ERS4382427
MGYA00004366,ERR700156,ERS627834
MGYA00580183,ERZ1673754,SRS1338798
MGYA00581078,ERZ1669404,DRS082840
MGYA00583199,ERZ1749274,ERS1176157
MGYA00590692,ERZ3792515,ERS4023172
MGYA00367639,ERZ841151,ERS488346
MGYA00237674,ERZ505278,SRS1589371
MGYA00592916,ERZ3422165,ERS1307890
MGYA00521010,ERZ887839,ERS2026538
MGYA00590856,ERZ2610339,ERS5835128
MGYA00581499,ERZ1694526,ERS1030533
MGYA00587064,ERZ2772545,ERS488589
MGYA00510794,ERZ484683,ERS1568976
MGYA00583309,ERZ1748914,ERS1972312
MGYA00590862,ERZ2610346,ERS5835116
MGYA00084352,ERZ350236,ERS1374536
MGYA00238051,ERZ584627,SRS1593806
MGYA00345671,ERZ802866,ERS1871419
MGYA00367697,ERZ841809,ERS490476
MGYA00593131,ERZ829933,ERS492177
MGYA00248775,ERZ505121,SRS603955
MGYA00250113,ERZ650182,SRS1078665
MGYA00248483,ERZ534206,SRS1593799
MGYA00587118,ERZ2772497,ERS488340
MGYA00520915,ERZ887857,ERS2026546
MGYA00151488,ERZ475123,ERS667569
MGYA00238031,ERZ584650,SRS1593806
MGYA00593217,ERZ840267,ERS490928
MGYA00375649,ERZ795402,SRS2304775
MGYA00510751,ERZ859418,ERS1972343
MGYA00593263,ERZ4200910,SRS1525418
MGYA00248528,ERZ534162,SRS1593764
MGYA00592944,ERZ3421829,ERS1309196
MGYA00582493,ERZ1741302,ERS667653
MGYA00589029,ERZ841449,ERS490691
MGYA00582509,ERZ1741285,ERS667521
MGYA00238098,ERZ650653,SRS1593877
MGYA00510792,ERZ1756814,ERS1568969
MGYA00589561,ERZ2944669,SRS580500
MGYA00593364,ERZ4200981,SRS1528208
MGYA00585832,ERZ2437615,SRS2329742
MGYA00520901,ERZ1022775,SRS3499061
MGYA00520544,ERZ1034539,ERS2597658
MGYA00583186,ERZ1749126,ERS1972345
MGYA00367623,ERZ840934,ERS490296
MGYA00139961,ERZ1756871,ERS1568983
MGYA00004410,ERR700200,ERS627883
MGYA00587113,ERZ2772534,ERS488673
MGYA00136745,ERZ475157,ERS667609
MGYA00593130,ERZ829971,ERS491913
MGYA00583073,ERZ1758306,SRS1386480
MGYA00582487,ERZ1741311,ERS667623
MGYA00580136,ERZ1673779,SRS1338793
MGYA00367664,ERZ841434,ERS489529
MGYA00587014,ERZ2772610,ERS491063
MGYA00583328,ERZ484625,ERS1972333
MGYA00583240,ERZ1749197,ERS1972336
MGYA00510625,ERZ859495,ERS1972396
MGYA00583308,ERZ1748916,ERS1568991
MGYA00084346,ERZ324939,ERS1258239
MGYA00136633,ERZ475200,ERS667490
MGYA00375568,ERZ781408,SRS2797666
MGYA00136720,ERZ475187,ERS667649
MGYA00367690,ERZ841705,ERS490542
MGYA00367599,ERZ840537,ERS493098
MGYA00587819,ERZ2944679,SRS1776186
MGYA00590853,ERZ2610363,ERS5835108
MGYA00151491,ERZ475206,ERS667497
MGYA00585829,ERZ2439328,SRS2329661
MGYA00583274,ERZ1749115,ERS1972356
MGYA00521087,ERZ1022815,SRS3540787
MGYA00590562,ERZ840571,ERS488936
MGYA00593382,ERZ3904943,SRS7832275
MGYA00510823,ERZ1756895,ERS1569006
MGYA00248584,ERZ508612,SRS1593760
MGYA00520683,ERZ1034486,ERS2597633
MGYA00592996,ERZ3421493,ERS1308664
MGYA00593420,ERZ2772499,ERS490557
MGYA00248786,ERZ505126,SRS604096
MGYA00590568,ERZ840850,ERS490507
MGYA00582542,ERZ1741318,ERS667647
MGYA00367517,ERZ829055,ERS478040
MGYA00510646,ERZ859441,ERS1972353
MGYA00583246,ERZ1749057,ERS1568993
MGYA00367515,ERZ828950,ERS478017
MGYA00583209,ERZ1749059,ERS1972309
MGYA00579293,ERZ1669249,SRS2704734
MGYA00575353,ERZ1649853,SRS4592470
MGYA00151575,ERZ473095,ERS667567
MGYA00521098,ERZ889217,ERS2026555
MGYA00593778,ERZ3823180,SRS2139192
MGYA00589014,ERZ840591,ERS491740
MGYA00592925,ERZ3422020,ERS1308437
MGYA00583314,ERZ1748949,ERS1568998
MGYA00248604,ERZ508646,SRS1593760
MGYA00592912,ERZ3421847,ERS1308858
MGYA00237956,ERZ584525,SRS1593766
MGYA00589550,ERZ2945142,SRS842033
MGYA00583320,ERZ1756851,ERS1568966
MGYA00521088,ERZ1022785,SRS3499054
MGYA00510647,ERZ859432,ERS1972349
MGYA00248446,ERZ584575,SRS1593800
MGYA00367602,ERZ840559,ERS490885
MGYA00593284,ERZ4200955,SRS1528048
MGYA00592930,ERZ3421932,ERS1309560
MGYA00582565,ERZ1741232,ERS667552
MGYA00367625,ERZ840950,ERS489733
MGYA00237987,ERZ584550,SRS1593766
MGYA00520644,ERZ1034497,ERS2597638
MGYA00589068,ERZ484672,ERS1972428
MGYA00590573,ERZ843394,ERS491767
MGYA00151474,ERZ475171,ERS667629
MGYA00367676,ERZ841483,ERS490085
MGYA00151483,ERZ475261,ERS702154
MGYA00590552,ERZ840932,ERS491980
MGYA00520706,ERZ1034569,ERS2597670
MGYA00580140,ERZ1673772,SRS1338820
MGYA00587011,ERZ2772639,ERS492399
MGYA00238004,ERZ584595,SRS1593802
MGYA00136721,ERZ475160,ERS667661
MGYA00587823,ERZ2944602,SRS577852
MGYA00583319,ERZ1756918,ERS1568975
MGYA00590505,ERZ841464,ERS490433
MGYA00580167,ERZ1673791,SRS1338852
MGYA00136711,ERZ475156,ERS667608
MGYA00592981,ERZ3421591,ERS1309369
MGYA00587024,ERZ2772632,ERS492657
MGYA00151520,ERZ475133,ERS667582
MGYA00367717,ERZ841978,ERS488509
MGYA00589017,ERZ831412,ERS492012
MGYA00587085,ERZ2772614,ERS493718
MGYA00237673,ERZ505277,SRS1589377
MGYA00151526,ERZ475252,ERS667559
MGYA00581745,ERZ1740058,SRS1401929
MGYA00590864,ERZ2610342,ERS5835113
MGYA00367750,ERZ843524,ERS494431
MGYA00585807,ERZ2439833,SRS2329642
MGYA00248776,ERZ505123,SRS604097
MGYA00593275,ERZ4200905,SRS1525415
MGYA00510636,ERZ859544,ERS1972428
MGYA00510803,ERZ1756912,ERS1972397
MGYA00587059,ERZ2772580,ERS489904
MGYA00582504,ERZ1741290,ERS667599
MGYA00583227,ERZ1749250,ERS1569004
MGYA00367674,ERZ841477,ERS492177
MGYA00585850,ERZ2438880,SRS2329671
MGYA00237794,ERZ508530,SRS1589501
MGYA00136642,ERZ475152,ERS667602
MGYA00238052,ERZ584629,SRS1593806
MGYA00004369,ERR700159,ERS627864
MGYA00367580,ERZ838699,ERS489134
MGYA00367524,ERZ829407,ERS491913
MGYA00593674,ERZ1292616,ERS4277056
MGYA00248923,ERZ651134,SRS1593757
MGYA00510677,ERZ859531,ERS1972411
MGYA00583295,ERZ1748954,ERS1972343
MGYA00521161,ERZ1022735,SRS3499101
MGYA00583188,ERZ1749110,ERS1568983
MGYA00136719,ERZ475167,ERS667625
MGYA00248492,ERZ534215,SRS1593799
MGYA00510710,ERZ1756887,ERS1972396
MGYA00581495,ERZ1694527,ERS1030534
MGYA00593243,ERZ4200897,SRS1525407
MGYA00367745,ERZ842408,ERS493340
MGYA00248508,ERZ534151,SRS1593764
MGYA00585845,ERZ2439780,SRS2329644
MGYA00521043,ERZ888641,ERS2026554
MGYA00593304,ERZ4200895,SRS1520961
MGYA00585823,ERZ2438390,SRS2329700
MGYA00510801,ERZ1756911,ERS1972399
MGYA00520880,ERZ1022729,SRS3499104
MGYA00238047,ERZ584619,SRS1593806
MGYA00583299,ERZ1748940,ERS1972313
MGYA00590534,ERZ841040,ERS492888
MGYA00136712,ERZ475237,ERS667540
MGYA00593110,ERZ838492,ERS489877
MGYA00590454,ERZ841824,ERS493938
MGYA00151586,ERZ475146,ERS667597
MGYA00581062,ERZ1691582,ERS4846754
MGYA00375876,ERZ724582,SRS794575
MGYA00510649,ERZ859385,ERS1972329
MGYA00345696,ERZ806380,ERS1996201
MGYA00238085,ERZ650343,SRS3060145
MGYA00367556,ERZ834656,ERS494006
MGYA00136626,ERZ475161,ERS667662
MGYA00367734,ERZ842120,ERS490265
MGYA00520579,ERZ1034505,ERS2597642
MGYA00248505,ERZ534228,SRS1593799
MGYA00540103,ERZ869950,ERS1176157
MGYA00521196,ERZ887837,ERS2026537
MGYA00593360,ERZ4200962,SRS1528071
MGYA00520852,ERZ1027308,ERS1289858
MGYA00592905,ERZ3422205,ERS1309642
MGYA00248602,ERZ508644,SRS1593760
MGYA00367741,ERZ842390,ERS493372
MGYA00582481,ERZ1741272,ERS667650
MGYA00521128,ERZ1022745,SRS3499096
MGYA00249082,ERZ650338,SRS1593761
MGYA00587009,ERZ2772527,ERS490494
MGYA00375856,ERZ724562,SRS794643
MGYA00238067,ERZ650154,ERS1869130
MGYA00590539,ERZ840950,ERS489733
MGYA00510681,ERZ859470,ERS1972374
MGYA00375066,ERZ781374,SRS2159035
MGYA00520654,ERZ1034543,ERS2597660
MGYA00592950,ERZ3421839,ERS1309532
MGYA00367531,ERZ830098,ERS492408
MGYA00367560,ERZ835323,ERS490085
MGYA00593270,ERZ4201002,SRS1525454
MGYA00582545,ERZ1741258,ERS667517
MGYA00367565,ERZ836228,ERS492145
MGYA00367732,ERZ842113,ERS492012
MGYA00237996,ERZ584611,SRS1593802
MGYA00367644,ERZ841232,ERS494579
MGYA00593741,ERZ505273,SRS1589327
MGYA00582489,ERZ1741307,ERS667496
MGYA00136686,ERZ475123,ERS667569
MGYA00587817,ERZ2944685,SRS565747
MGYA00593008,ERZ3421479,ERS1309881
MGYA00593421,ERZ3898269,SRS8085336
MGYA00581071,ERZ1669369,SRS1589162
MGYA00367638,ERZ841139,ERS492471
MGYA00583271,ERZ1749129,ERS1972374
MGYA00594116,ERZ1742287,SRS2350516
MGYA00367563,ERZ835863,ERS488330
MGYA00590504,ERZ841232,ERS494579
MGYA00510723,ERZ1756876,ERS1972369
MGYA00593756,ERZ505297,SRS1589478
MGYA00521266,ERZ889078,ERS2026560
MGYA00375855,ERZ724561,SRS794638
MGYA00367663,ERZ841426,ERS488599
MGYA00589037,ERZ841322,ERS491767
MGYA00587117,ERZ2772503,ERS488929
MGYA00583235,ERZ1749226,ERS1568964
MGYA00593753,ERZ505293,SRS1589448
MGYA00589078,ERZ1756824,ERS1972346
MGYA00593419,ERZ841132,ERS493670
MGYA00510754,ERZ859404,ERS1972338
MGYA00581494,ERZ1694528,ERS1030537
MGYA00345665,ERZ802851,ERS1871408
MGYA00510729,ERZ484593,ERS1972331
MGYA00136694,ERZ475223,ERS667521
MGYA00583251,ERZ1749041,ERS1972387
MGYA00592934,ERZ3421848,ERS1309476
MGYA00367689,ERZ841701,ERS491110
MGYA00589560,ERZ2944798,SRS580495
MGYA00238049,ERZ584623,SRS1593806
MGYA00345685,ERZ806368,ERS1871416
MGYA00585778,ERZ2439614,SRS2329650
MGYA00520679,ERZ1034553,ERS2597663
MGYA00593276,ERZ4201031,SRS1525498
MGYA00590474,ERZ841659,ERS491699
MGYA00151472,ERZ475178,ERS667641
MGYA00583247,ERZ1749053,ERS1972335
MGYA00581738,ERZ1740065,SRS1401924
MGYA00151528,ERZ475142,ERS667659
MGYA00510786,ERZ1756914,ERS1569005
MGYA00367618,ERZ840877,ERS493822
MGYA00520523,ERZ888423,ERS2026553
MGYA00593298,ERZ4200970,SRS1528204
MGYA00248724,ERZ505380,SRS1967630
MGYA00248540,ERZ534180,SRS1593764
MGYA00587065,ERZ2772542,ERS488499
MGYA00510829,ERZ484613,ERS1972371
MGYA00593300,ERZ4200953,SRS1525906
MGYA00593320,ERZ4200946,SRS1525899
MGYA00582516,ERZ1741278,ERS667492
MGYA00367668,ERZ841457,ERS488799
MGYA00510740,ERZ859478,ERS1972382
MGYA00593765,ERZ508535,SRS1589536
MGYA00248932,ERZ651124,SRS1593757
MGYA00367584,ERZ839150,ERS490296
MGYA00367595,ERZ840327,ERS488747
MGYA00593424,ERZ3898265,SRS8080651
MGYA00248495,ERZ534218,SRS1593799
MGYA00248553,ERZ529321,SRS1490924
MGYA00582448,ERZ1741355,ERS667641
MGYA00510643,ERZ859472,ERS1972375
MGYA00521287,ERZ887832,ERS2026535
MGYA00510730,ERZ1756862,ERS1972340
MGYA00589024,ERZ842064,ERS493877
MGYA00367564,ERZ836051,ERS490183
MGYA00139964,ERZ477642,ERS1568970
MGYA00510828,ERZ1756917,ERS1972309
MGYA00540114,ERZ859111,ERS1569008
MGYA00580162,ERZ1673799,SRS1338801
MGYA00248942,ERZ651141,SRS1593757
MGYA00248727,ERZ505371,SRS1967627
MGYA00248934,ERZ651125,SRS1593757
MGYA00248444,ERZ584571,SRS1593800
MGYA00590380,ERZ3820736,SRS1854605
MGYA00520707,ERZ1034555,ERS2597664
MGYA00587802,ERZ2945036,SRS1776197
MGYA00583242,ERZ1749077,ERS1972403
MGYA00592928,ERZ3421844,ERS1309035
MGYA00237843,ERZ508599,SRS2617738
MGYA00582500,ERZ1741294,ERS667554
MGYA00367731,ERZ842108,ERS488849
MGYA00510737,ERZ859507,ERS1972403
MGYA00367699,ERZ841820,ERS490327
MGYA00248579,ERZ508631,SRS1593760
MGYA00587010,ERZ2772498,ERS490610
MGYA00589082,ERZ1756837,ERS1568982
MGYA00581502,ERZ1699659,ERS4382427
MGYA00004406,ERR700196,ERS627880
MGYA00593109,ERZ836686,ERS494628
MGYA00510708,ERZ1756890,ERS1972405
MGYA00510695,ERZ1756806,ERS1972402
MGYA00580171,ERZ1673776,SRS1338808
MGYA00237784,ERZ508517,SRS2617848
MGYA00590560,ERZ841392,ERS492888
MGYA00151490,ERZ475188,ERS667478
MGYA00593676,ERZ1292618,ERS4277057
MGYA00587804,ERZ2945000,SRS836936
MGYA00248499,ERZ534222,SRS1593799
MGYA00593724,ERZ505240,SRS1589211
MGYA00520868,ERZ1027185,DRS080323
MGYA00593726,ERZ505243,SRS1589216
MGYA00248516,ERZ534167,SRS1593764
MGYA00593761,ERZ508530,SRS1589501
MGYA00593732,ERZ505255,SRS1589260
MGYA00238033,ERZ584654,SRS1593806
MGYA00367582,ERZ839027,ERS493705
MGYA00583291,ERZ1748928,ERS1972377
MGYA00521015,ERZ813324,DRS049198
MGYA00583286,ERZ1748989,ERS1568970
MGYA00593301,ERZ4200949,SRS1528049
MGYA00590550,ERZ831745,ERS491463
MGYA00589032,ERZ842010,ERS488799
MGYA00345660,ERZ802840,ERS1871402
MGYA00248459,ERZ584578,SRS1593800
MGYA00521072,ERZ1022833,SRS3540768
MGYA00587082,ERZ2772512,ERS489084
MGYA00250078,ERZ650206,SRS2339527
MGYA00593262,ERZ4200951,SRS1528049
MGYA00521159,ERZ1022805,SRS3540798
MGYA00587093,ERZ2772543,ERS489603
MGYA00593218,ERZ840554,ERS490065
MGYA00583263,ERZ1749189,ERS1972379
MGYA00375706,ERZ795119,SRS2484913
MGYA00593755,ERZ508526,SRS1589473
MGYA00510659,ERZ859097,ERS1568986
MGYA00084349,ERZ324938,ERS1258238
MGYA00521129,ERZ891067,ERS2026633
MGYA00590439,ERZ842130,ERS493822
MGYA00593126,ERZ829407,ERS491913
MGYA00583294,ERZ1748957,ERS1568987
MGYA00367706,ERZ841884,ERS493300
MGYA00238013,ERZ584594,SRS1593802
MGYA00375661,ERZ781236,SRS2138869
MGYA00581074,ERZ1669417,DRS082836
MGYA00004359,ERR700149,ERS627869
MGYA00136648,ERZ475190,ERS667480
MGYA00250098,ERZ650220,SRS2339552
MGYA00151546,ERZ475224,ERS667522
MGYA00587099,ERZ2772491,ERS491016
MGYA00237881,ERZ529331,SRS1648183
MGYA00583267,ERZ1749169,ERS1569006
MGYA00593367,ERZ4200979,SRS1528129
MGYA00593132,ERZ829891,ERS488486
MGYA00250096,ERZ650216,SRS2339548
MGYA00580124,ERZ1673816,SRS1338791
MGYA00593712,ERZ505217,SRS1589009
MGYA00367642,ERZ841189,ERS493705
MGYA00594120,ERZ1744542,SRS1946303
MGYA00582505,ERZ1741289,ERS667593
MGYA00585804,ERZ2438470,SRS2329695
MGYA00587806,ERZ2944972,SRS1776192
MGYA00367682,ERZ841618,ERS488569
